PG.ProteinGroups,PG.Genes,[1] 20231022_AL_HBSS_pooled_DIA1.raw.PG.Quantity,[2] 20231022_AL_HBSS_pooled_DIA2.raw.PG.Quantity,[3] 20231022_AL_HBSS_pooled_DIA3.raw.PG.Quantity,[4] 20231022_AL_HBSSbaf_pooled_DIAbaf1.raw.PG.Quantity,[5] 20231022_AL_HBSSbaf_pooled_DIAbaf2.raw.PG.Quantity,[6] 20231022_AL_HBSSbaf_pooled_DIAbaf3.raw.PG.Quantity
Q9Y2B0,CNPY2,300162.125,252257.296875,297307.34375,278096.28125,301363.84375,290145.15625
Q9Y2C4,EXOG,10195.548828125,10275.51171875,8097.4736328125,4665.197265625,5730.94775390625,4473.37646484375
Q9Y2D4,EXOC6B,17061.505859375,15167.74609375,13144.1474609375,13645.638671875,9978.1318359375,13886.951171875
Q9Y2D5,AKAP2,15625.2109375,15318.375,17546.8359375,14699.4912109375,13868.3603515625,18404.5546875
Q9Y2G8,DNAJC16,15957.7578125,14051.7705078125,15096.8916015625,15183.0263671875,14440.115234375,18257.697265625
Q9Y2H0,DLGAP4,13560.7529296875,11429.61328125,11968.853515625,15522.2666015625,16191.66796875,17672.494140625
Q9Y2H5,PLEKHA6,8611.0234375,5851.34716796875,8987.478515625,8981.9150390625,8883.349609375,9155.7939453125
Q9Y2H6,FNDC3A,10810.677734375,9876.2509765625,9211.0849609375,10340.3837890625,9825.2236328125,9373.53515625
Q9Y2K7,KDM2A,26621.755859375,22366.423828125,25456.484375,27201.84765625,24287.68359375,27086.666015625
Q9Y2L1,DIS3,54160.015625,45227.5,51625.44140625,47987.44921875,54312.91796875,50496.90625
Q9Y2L5,TRAPPC8,65239.8203125,150664,55023.453125,58021.15625,57243.67578125,91050.6953125
Q9Y2P4,SLC27A6,14408.7958984375,10419.6630859375,14509.765625,11763.822265625,11357.3203125,12219.22265625
Q9Y2P8,RCL1,43912.7578125,38863.19921875,44450.59765625,49877.84375,47298.546875,46516.859375
Q9Y2Q3,GSTK1,150792.515625,130324.5625,136899.96875,123044.6953125,133052.453125,142049.234375
Q9Y2Q5,LAMTOR2,12013.4111328125,14179.1962890625,20596.810546875,11098.0615234375,12604.6640625,11662.09765625
Q9Y2Q9,MRPS28,42389.453125,42719.25390625,48009.44140625,40257.9609375,44141.79296875,42610.2890625
Q9Y2R0,COA3,266706.0625,261425.96875,265498.375,266318.0625,280533,281457.5625
Q9Y2R4,DDX52,59696.9453125,49745.12890625,56114.7734375,54649.10546875,58594.74609375,57046.79296875
Q9Y2R9,MRPS7,91667.2109375,83495.5703125,91774.3359375,90288.796875,96280.609375,96709.9765625
Q9Y2S0,POLR1D,28394.962890625,19674.22265625,27992.33203125,25087.67578125,28111.330078125,25987.4609375
Q9Y2S6,TMA7,82142.625,71121.9296875,82180.2890625,84248,81316.671875,85019.4765625
Q9Y2S7,POLDIP2,119855.4140625,118386.796875,124285.34375,128368.9921875,130559.7890625,133602.703125
Q9Y2T2,AP3M1,23390.0859375,19560.7890625,20637.611328125,20461.5625,18780.4375,18638.16015625
Q9Y2T3,GDA,29215.126953125,27725.21875,28990.88671875,30979.607421875,33273.88671875,30889.015625
Q9Y2U8,LEMD3,56994.33984375,54444.2265625,54290.703125,55695.32421875,58903.2109375,57231.109375
Q9Y2V2,CARHSP1,30554.1328125,28527.275390625,30496.091796875,34269.00390625,28563.486328125,26813.482421875
Q9Y2V7,COG6,9701.4560546875,11570.9580078125,10205.9736328125,13094.228515625,12798.4560546875,10362.0107421875
Q9Y2W1,THRAP3,276535.40625,252793.46875,267654.71875,280158.78125,287567.21875,278755.9375
Q9Y2W2,WBP11,129054.03125,111369.921875,117162.265625,130722.7109375,128114.5546875,133388.046875
Q9Y2W6,TDRKH,18418.21875,17354.4921875,16974.427734375,19606.861328125,20392.7890625,20524.05078125
Q9Y2X0,MED16,8915.3662109375,10739.8388671875,11878.6572265625,11714.4140625,8510.6767578125,9238.4140625
Q9Y2X3,NOP58,188157.4375,179138.640625,183902.453125,193210.59375,193351.828125,195139.625
Q9Y2X7,GIT1,17988.373046875,16769.02734375,16692.509765625,19059.951171875,18069.580078125,15881.2939453125
Q9Y2X9,ZNF281,25421.876953125,18086.779296875,23827.978515625,21490.349609375,25879.28125,24893.50390625
Q9Y2Y0,ARL2BP,10912.765625,8462.9697265625,8509.01171875,7869.39697265625,10364.314453125,6788.92041015625
Q9Y2Y1,POLR3K,11914.5234375,10857.591796875,13794.0625,15874.638671875,13543.0703125,9471.345703125
Q9Y2Z0,SUGT1,380281.8125,371575.03125,365766.09375,391438,394697.53125,400146.5625
Q9Y2Z2,MTO1,4139.361328125,5054.87939453125,5690.1708984375,4491.03662109375,4926.70947265625,4436.4208984375
Q9Y2Z4,YARS2,71842.46875,69615.4921875,64287.90625,70540.59375,74345.4921875,73781.015625
Q9Y2Z9,COQ6,7567.09375,5594.0517578125,6997.9423828125,8686.2158203125,5887.8046875,8293.6865234375
Q9Y305,ACOT9,202056.09375,179384.4375,191286.171875,197138.734375,205559.0625,203193.84375
Q9Y312,AAR2,40617.28125,38071.07421875,43886.421875,41668.8203125,42115.9609375,43924.5390625
Q9Y314,NOSIP,30955.94140625,28032.736328125,31547.544921875,32074.0546875,32945.88671875,31319.6953125
Q9Y315,DERA,32155.501953125,28408.64453125,32020.2421875,30743.296875,36464.35546875,28734.1796875
Q9Y316,MEMO1,64188.61328125,39447.75,31807.005859375,42305.078125,29699.45703125,35006.90625
Q9Y320,TMX2,166281.25,149206.6875,158915.5,163571.421875,161084.484375,166395.390625
Q9Y324,FCF1,50894.671875,43774.57421875,44779.4453125,42385.75,48488.51171875,46471.12109375
Q9Y333,LSM2,15412.3173828125,13766.48046875,14461.33203125,13838.9697265625,14707.7412109375,17705.474609375
Q9Y371,SH3GLB1,12312.8935546875,12401.4912109375,14384.740234375,14668.759765625,15676.69140625,15659.0537109375
Q9Y375,NDUFAF1,8720.1611328125,9209.54296875,8348.5986328125,9737.6015625,10758.0439453125,9332.1162109375
Q9Y376,CAB39,25568.623046875,26567.458984375,27361.501953125,26260.3671875,27197.689453125,27708.765625
Q9Y383,LUC7L2,165746.71875,147244.21875,157921.34375,155628.015625,159211.796875,165520.4375
Q9Y385,UBE2J1,9286.6923828125,11358.7509765625,11867.2392578125,12836.9345703125,10628.1669921875,11235.595703125
Q9Y388,RBMX2,31871.48046875,27090.84375,26507.91796875,29267.185546875,29567.2109375,30772.888671875
Q9Y394,DHRS7,78199.375,77721.875,77859.5703125,85232.1484375,83953.296875,86001.9375
Q9Y399,MRPS2,60900.75,53636.41015625,55958.203125,57569.43359375,55970.5234375,56309.5625
Q9Y3A2,UTP11L,33560.7578125,32506.802734375,34089.6328125,32611.388671875,34375.40234375,35325.3125
Q9Y3A4,RRP7A,25021.208984375,21305.52734375,22883.564453125,21327.970703125,23925.517578125,24327.04296875
Q9Y3A5,SBDS,45946.59375,43042.5,49619.6328125,52025.765625,51856.5390625,50877.46484375
Q9Y3A6,TMED5,76932.203125,68895.1328125,77209.5625,79121.453125,88746.109375,75636.9140625
Q9Y3B2,EXOSC1,30858.888671875,32220.03515625,34161.4921875,25716.0546875,27426.34375,27421.51171875
Q9Y3B3,TMED7,165804.078125,158327.734375,162436.234375,178441.4375,182354.03125,187972.546875
Q9Y3B4,SF3B6,224482.9375,198320.671875,223892.6875,219492.625,230890.453125,231326.359375
Q9Y3B6,EMC9,297425.4375,281561.8125,293855.46875,312381.15625,370241.15625,347714.09375
Q9Y3B7,MRPL11,158873.53125,148613.78125,168079.484375,174032.03125,173290.046875,182764.9375
Q9Y3B8,REXO2,32898.81640625,32678.03125,35547.46875,30515.48828125,39132.125,40462.140625
Q9Y3B9,RRP15,64565.6328125,56610.1015625,58438.7734375,66615.0703125,65430.09765625,65509.5078125
Q9Y3C0,CCDC53,14802.4453125,14801.546875,12864.248046875,18248.095703125,14176.26953125,17501.82421875
Q9Y3C1,NOP16,93700.3046875,86901.453125,92923.265625,95921.3984375,97646,101489.8828125
Q9Y3C4,TPRKB,2539.62890625,1048.0196533203125,3180.24951171875,1879.9332275390625,2719.0859375,3088.752685546875
Q9Y3C6,PPIL1,121184.609375,111931.3515625,112298,112020.3828125,115006.3828125,116965.3046875
Q9Y3C7,MED31,24439.396484375,22659.306640625,19652.89453125,19698.162109375,18398.841796875,22526.87890625
Q9Y3C8,UFC1,42477.609375,41651.72265625,39424.80859375,44997.87890625,42262.37109375,50162.7421875
Q9Y3D0,FAM96B,6908.92529296875,6527.1611328125,7257.71044921875,4897.99951171875,4819.41748046875,7122.53466796875
Q9Y3D3,MRPS16,81204.6015625,73998.6640625,81932.890625,83492.7265625,86716.859375,91675.5625
Q9Y3D6,FIS1,35110.1640625,33372.17578125,36344.828125,35918.796875,32423.662109375,35418.91015625
Q9Y3D7,PAM16,56516.671875,51528.46875,50118.55859375,49523.66796875,56595.1640625,48975.7734375
Q9Y3D8,AK6,35601.08984375,34002.875,36886.63671875,33794.05078125,33160.859375,37633.32421875
Q9Y3D9,MRPS23,51093.01953125,46047.609375,45317.18359375,52742.48828125,50436.1875,52370.71875
Q9Y3E0,GOLT1B,54225.29296875,54369.60546875,53437.6328125,51498.89453125,52087.7734375,50859.8671875
Q9Y3E1,HDGFRP3,8446.669921875,9053.681640625,7674.2666015625,10491.6669921875,12018.017578125,10161.064453125
Q9Y3E2,BOLA1,10569.0087890625,11374.625,11585.416015625,11596.7724609375,13909.966796875,13533.81640625
Q9Y3E5,PTRH2,117980.7890625,106052.1015625,119719.859375,125135.984375,117150.4609375,124560.5546875
Q9Y3E7,CHMP3,35802.29296875,32686.203125,36316.921875,35032.91015625,33309.22265625,35890.08203125
Q9Y3F4,STRAP,133456.859375,126555.5234375,130325.90625,130343.4140625,137041.578125,132419.890625
Q9Y3I0,RTCB,142256.546875,132018.078125,140396.328125,140817.640625,148594.765625,146236.59375
Q9Y3I1,FBXO7,9470.1650390625,10165.8671875,9218.9326171875,4963.9052734375,8822.9560546875,8196.6376953125
Q9Y3L5,RAP2C,NaN,0.0007943562231957912,NaN,2.0299689769744873,0.5170440673828125,NaN
Q9Y3P9,RABGAP1,26107.11328125,24111.84765625,29005.685546875,18166.720703125,21414.3359375,16057.0732421875
Q9Y3Q3,TMED3,21583.416015625,22775.84375,22051.62890625,24192.4140625,23337.18359375,23740.87890625
Q9Y3S2,ZNF330,19092.01171875,18504.97265625,16417.619140625,13121.796875,16997.8046875,17115.06640625
Q9Y3T9,NOC2L,121740.3671875,106978.1015625,110683.03125,106920.640625,114174.0390625,110220.6875
Q9Y3U8,RPL36,1348299.75,1215944.75,1281260.5,1324607.875,1343427.625,1351773.75
Q9Y3X0,CCDC9,22338.814453125,18382.55859375,21555.70703125,22332.224609375,23033.904296875,24466.99609375
Q9Y3Y2,CHTOP,55283.43359375,49910.72265625,47002.484375,55940.890625,56001.6953125,55346.48828125
Q9Y3Z3,SAMHD1,16165.51953125,14404.087890625,16094.1494140625,11422.4931640625,14506.4658203125,13715.708984375
Q9Y421,FAM32A,22401.890625,16776.248046875,13116.625,17117.8203125,16234.1123046875,14003.8056640625
Q9Y446,PKP3,49185.5859375,49887.6875,53448.234375,61764.37890625,59643.046875,62427.6015625
Q9Y448,KNSTRN,36256.65625,35354.82421875,39079.828125,37855.97265625,40127.828125,43453.2421875
Q9Y450,HBS1L,11174.26171875,12630.216796875,16305.6328125,13372.169921875,12012.9970703125,13674.34765625
Q9Y478,PRKAB1,12437.361328125,11279.1103515625,13586.6015625,13738.7880859375,15582.560546875,16729.958984375
Q9Y487,ATP6V0A2,22197.224609375,20752.59765625,24551.421875,25740.283203125,26464.36328125,29897.55859375
Q9Y490,TLN1,192111.03125,184266.21875,190965.796875,200638.046875,204095.4375,206177.859375
Q9Y493,ZAN,58304.01953125,49299.82421875,29105.212890625,52429.2734375,77252.2109375,56596.61328125
Q9Y496,KIF3A,11527.6845703125,12188.2158203125,8743.462890625,8986.8662109375,7439.5595703125,7917.240234375
Q9Y4A5,TRRAP,29664.2265625,27722.83203125,30203.60546875,30256.87109375,32657.400390625,35324.5
Q9Y4B5,MTCL1,69954.2265625,51030.828125,62251.18359375,75687.3203125,71591.4765625,77923.4140625
Q9Y4B6,VPRBP,23495.630859375,18608.75390625,22129.1328125,20329.517578125,21837.064453125,22346.912109375
Q9Y4C2,TCAF1,10209.0205078125,11699.75390625,9223.0673828125,10056.21875,11322.076171875,8380.728515625
Q9Y4C8,RBM19,17623.033203125,15577.708984375,15861.0498046875,14973.1650390625,18372.18359375,17224.375
Q9Y4E8,USP15,55435.33203125,51267.16796875,51301.5859375,57791.87109375,57282.53515625,62163.59375
Q9Y4F1,FARP1,3877.8037109375,6221.16162109375,8555.171875,6723.4287109375,6663.1943359375,5390.54052734375
Q9Y4I1,MYO5A,20428.0703125,18914.91015625,19058.552734375,22227.435546875,19979.607421875,22905.94140625
Q9Y4K0,LOXL2,23893.591796875,21753.453125,22085.201171875,27383.138671875,26951.81640625,25590.421875
Q9Y4L1,HYOU1,121913.3046875,117833.515625,119334.9140625,130325.515625,127832.7734375,135045.078125
Q9Y4P3,TBL2,131958.03125,117909.9453125,119756.7578125,129612.6875,132193.203125,134453.3125
Q9Y4P8,WIPI2,6530.70849609375,6290.2734375,6058.6337890625,5824.68408203125,8929.2490234375,8519.5810546875
Q9Y4R8,TELO2,24301.34765625,19265.509765625,22392.654296875,25241.466796875,21328.037109375,19547.83984375
Q9Y4W2,LAS1L,92588.21875,87941.921875,90722.234375,85751.2890625,97695.703125,88083.6015625
Q9Y4W6,AFG3L2,92188.96875,90232.6171875,95149.5625,100380.703125,96768.8203125,101545.8671875
Q9Y4X5,ARIH1,34026.84765625,32671.744140625,34024.73046875,35355.37890625,40450.48046875,37745.39453125
Q9Y4Y9,LSM5,39578.125,43309.7734375,45782.87109375,54068.6796875,56768.515625,58950.03515625
Q9Y4Z0,LSM4,130900.375,120301.4296875,123634.2578125,136606.703125,136006.28125,140067.203125
Q9Y508,RNF114,5123.3603515625,3216.925048828125,4211.814453125,7003.16357421875,5578.35693359375,5742.11376953125
Q9Y512,SAMM50,203784.171875,190109.75,201017.234375,207583.625,215972.328125,209462.3125
Q9Y519,TMEM184B,7199.78125,5033.39404296875,7263.02734375,6184.623046875,5925.07470703125,6964.06689453125
Q9Y520,PRRC2C,94232.453125,86249.5390625,92731.34375,98497.4140625,101409.65625,99779.265625
Q9Y570,PPME1,55250.9296875,54091.16796875,52895.38671875,46503.375,52305.17578125,52689.80859375
Q9Y580,RBM7,34902.14453125,32719.724609375,31596.599609375,31391.1328125,31931.029296875,29788.376953125
Q9Y584,TIMM22,36663.03515625,32057.83203125,38747.58203125,29550.607421875,37276.734375,33653.02734375
Q9Y5A7,NUB1,12312.0908203125,9850.427734375,4739.9912109375,7925.578125,9346.8935546875,7648.64990234375
Q9Y5A9,YTHDF2,38332.328125,41866.08203125,47399.078125,47157.03125,52959.7421875,45542.45703125
Q9Y5B0,CTDP1,30658.46484375,25379.833984375,26192.861328125,28276.306640625,30621.296875,29139.009765625
Q9Y5B6,PAXBP1,7941.9228515625,8643.2548828125,7361.45068359375,5763.73193359375,7294.35986328125,6228.4287109375
Q9Y5B8,NME7,9472.5634765625,9587.794921875,11412.703125,7915.712890625,7503.94482421875,9376.5888671875
Q9Y5B9,SUPT16H,423138.8125,393045.46875,416163.375,436524.25,429111.15625,434579.28125
Q9Y5J1,UTP18,118915.625,122005.0390625,122071.8359375,135633.265625,136964.59375,142126.828125
Q9Y5J5,PHLDA3,5451.0390625,3565.128173828125,2250.551513671875,7054.662109375,5106.02294921875,8101.0693359375
Q9Y5J6,TIMM10B,19056.029296875,21404.486328125,14772.6396484375,7131.39599609375,12422.3251953125,16083.236328125
Q9Y5J7,TIMM9,81127.0078125,79104.25,74213.1484375,79799.8515625,71826.2578125,82546.125
Q9Y5J9,TIMM8B,26211.26953125,26415.9453125,24908.958984375,28482.671875,28973.2890625,28333.4296875
Q9Y5K5,UCHL5,91796.21875,84193.640625,89462.921875,95502.765625,99191.328125,102877.421875
Q9Y5K6,CD2AP,55012.9375,46512.3359375,48682.828125,54276.42578125,49199.9296875,47257.29296875
Q9Y5K8,ATP6V1D,34387.68359375,32279.333984375,29644.18359375,36429.84375,40996.2578125,36228.26171875
Q9Y5L0,TNPO3,41022.4921875,36522.43359375,42080.33203125,40393.3671875,40029.21875,40850.5390625
Q9Y5L4,TIMM13,106066.0234375,109927.984375,110214.375,106662.8828125,120626.59375,113193.6171875
Q9Y5M8,SRPRB,175055.15625,174804.296875,176162.203125,184230.421875,190510.5,188069.015625
Q9Y5P4,COL4A3BP,14276.984375,12695.40625,11359.1318359375,15927.486328125,15242.2607421875,14649.0595703125
Q9Y5P6,GMPPB,30503.9453125,22173.431640625,25380.876953125,25119.23046875,21899.138671875,19051.205078125
Q9Y5Q8,GTF3C5,47111.32421875,40075.46484375,43199.078125,45535.28515625,48215.0390625,46214.1953125
Q9Y5Q9,GTF3C3,34292.9375,33200.32421875,37143.6328125,42210.39453125,40939.2890625,41833.71875
Q9Y5R8,TRAPPC1,8876.48828125,8015.5380859375,9134.0693359375,6444.607421875,7707.17333984375,4765.00390625
Q9Y5S2,CDC42BPB,18058.24609375,16359.3193359375,17163.197265625,16243.16015625,20665.4140625,17506.291015625
Q9Y5S9,RBM8A,265158.8125,223290.0625,247617.671875,253423.828125,237397.609375,246434.59375
Q9Y5T5,USP16,8257.669921875,7779.060546875,8755.685546875,11949.783203125,10990.6728515625,9884.53125
Q9Y5U2,TSSC4,41243.55078125,44708.578125,42878.76953125,43901.98046875,44042.92578125,50184.8515625
Q9Y5U9,IER3IP1,19189.310546875,19300.990234375,16733.962890625,19684.724609375,20307.021484375,20082.65234375
Q9Y5V0,ZNF706,24950.330078125,22989.951171875,19273.8828125,20214.2734375,22600.216796875,22937.357421875
Q9Y5W9,SNX11,17051.732421875,21948.0703125,21794.296875,20569.193359375,23899.6796875,22594.99609375
Q9Y5X1,SNX9,24193.89453125,23404.328125,24005.509765625,24768.3046875,27985.802734375,23704.810546875
Q9Y5X2,SNX8,8853.8701171875,7085.5244140625,7631.9892578125,7976.1328125,9656.265625,8971.59765625
Q9Y5X3,SNX5,51799.90234375,48934.26171875,46602.2734375,49250.31640625,51945.55859375,52265.08984375
Q9Y5Y0,FLVCR1,10394.642578125,10028.1396484375,9690.564453125,16511.83984375,10553.25390625,12837.126953125
Q9Y5Y2,NUBP2,41968.6875,33325.26953125,37024.94921875,35766.87109375,38790.6328125,35405.9453125
Q9Y5Y5,PEX16,15405.3544921875,14373.08984375,19661.830078125,18673.787109375,15752.2685546875,14956.3154296875
Q9Y5Z4,HEBP2,14417.6162109375,9855.8642578125,12010.259765625,13307.927734375,12288.048828125,8962.2099609375
Q9Y5Z7,HCFC2,5559.7158203125,512.904296875,4285.0439453125,5614.08935546875,7075.103515625,4851.5302734375
Q9Y606,PUS1,52662.9765625,52001.921875,51415.7890625,51225.73046875,54594.6328125,57122.18359375
Q9Y608,LRRFIP2,69375.015625,65834.03125,68072.3984375,68660.3828125,69358.1796875,69132.4453125
Q9Y613,FHOD1,34971.6953125,29654.185546875,32969.93359375,34081.28515625,32916.9609375,31217.669921875
Q9Y617,PSAT1,248802.84375,249870.546875,247594.90625,262365.96875,260209.6875,271158.59375
Q9Y618,NCOR2,60843.51171875,54396.95703125,57329.3125,65467.8125,69715.1171875,64257.21875
Q9Y619,SLC25A15,23674.58984375,28565.0390625,21087.3046875,21187.96875,23908.390625,23815.751953125
Q9Y624,F11R,114542.7578125,96590.28125,110114.5546875,109047.203125,110343.7578125,110306.1796875
Q9Y639,NPTN,127491.140625,115506.5625,119110.7265625,125801.5390625,121523.4609375,124243.921875
Q9Y653,GPR56,18067.693359375,20012.791015625,15568.49609375,22188.025390625,25708.3828125,24256.912109375
Q9Y657,SPIN1,13823.2138671875,8233.09375,9752.7548828125,14210.53515625,12620.2265625,14268.208984375
Q9Y666,SLC12A7,29306.6328125,28575.7890625,31667.318359375,36579.1328125,34376.90234375,31465.791015625
Q9Y672,ALG6,20639.787109375,16121.9111328125,21293.5390625,24829.470703125,23876.7890625,23608.29296875
Q9Y673,ALG5,61326.89453125,56209.72265625,65073.515625,63047.73046875,69663.6484375,69352.734375
Q9Y676,MRPS18B,105879.0078125,95620.3046875,102485.015625,110540.9375,96766.8828125,105551.25
Q9Y678,COPG1,99300.734375,94370.6171875,98386.8515625,101084.6796875,106715.484375,108727.9296875
Q9Y679,AUP1,97631.671875,91955.8984375,92102.2109375,95968.75,95621.3984375,96598.3515625
Q9Y696,CLIC4,35316.4296875,26895.876953125,38847.1875,38973.00390625,41897.83984375,39522.6640625
Q9Y697,NFS1,70208.1171875,61487.36328125,66105.609375,73107.6171875,74049.65625,74366.171875
Q9Y6A4,CFAP20,66615.7265625,63382.80859375,62677.65234375,79635.90625,75170.703125,71469.328125
Q9Y6A5,TACC3,8114.90625,5669.77587890625,17450.5234375,13427.078125,8847.23046875,7872.7939453125
Q9Y6A9,SPCS1,63691.24609375,62985.39453125,65155.64453125,61244.28125,58780.45703125,56979.52734375
Q9Y6B6,SAR1B,53084.96875,54221.296875,52204.3828125,61060.6171875,67913.234375,65164.76953125
Q9Y6C9,MTCH2,114553.8984375,112029.1875,115774.421875,123024.8203125,126341.984375,130193.5078125
Q9Y6D5,ARFGEF2,21210.74609375,18598.400390625,21157.91796875,23309.03515625,25850.71484375,23949.75390625
Q9Y6D6,ARFGEF1,7466.5048828125,6222.0146484375,5346.17578125,6314.04296875,6303.4140625,5839.384765625
Q9Y6D9,MAD1L1,42560.1875,34205.52734375,42797.82421875,39853.52734375,40903.046875,44229.53515625
Q9Y6E0,STK24,30387.27734375,28732.12890625,27934.8828125,32869.1015625,26797.8359375,29635.89453125
Q9Y6E2,BZW2,82008.484375,74858.171875,81532.171875,79655.2265625,84385.7734375,82472.2265625
Q9Y6G9,DYNC1LI1,171825.125,144281.03125,178725.59375,175322.5,168146.34375,181149.8125
Q9Y6H1,CHCHD2,91241.2890625,81153.0078125,92164.7734375,101921.4296875,101341.1875,110761.2265625
Q9Y6I3,EPN1,22314.46484375,23972.458984375,23391.40625,23765.4453125,23010.693359375,22826.685546875
